UTC,Lat,Lon,Alt
15:14:54,32.2431151769107,34.90678035123848,61124.92792627029
15:14:57,32.22502401250436,34.918601583897775,61059.843410640024
15:14:58,32.214193090070985,34.92568685031685,4895.473074777052
15:14:59,32.19255095531122,34.93988592711719,4845.913530561142
15:15:00,32.17083706609937,34.95405984051812,4881.796886553988
15:15:01,32.19262352609702,34.93984150780018,4845.768420879729
15:15:02,32.192665276750496,34.93980465162303,4839.281796314754
15:15:03,32.21446825793097,34.925634003082116,61432.45185413677
15:15:04,32.23629990750886,34.911466508983985,4839.755554238334
15:15:05,32.258110480172355,34.89730027825984,61479.304249711335
15:15:06,32.258161520947226,34.89730652769588,61520.287182077765
15:15:07,32.279993187063056,34.88315309871269,61547.776874688454
15:15:08,32.280088017192504,34.88312728055708,61613.402279553
15:15:09,32.258355985589034,34.897205147701904,61718.25591899641
15:15:10,32.236663827137065,34.91128635132344,61803.23728413507
15:15:11,32.21740015016668,34.92209719627598,4832.206309389323
15:15:12,32.19636943810775,34.934780893516084,4815.681661749259
15:15:13,32.15638349712791,34.948760981852,6325.414393841289
15:15:14,32.13823554958369,34.94862273639846,3877.8620741060004
15:15:15,32.120079111648856,34.948524097081254,-3551.001111906953
15:15:16,32.099472296919004,34.951686680272005,-3599.4016963047907
15:15:17,32.080597129078626,34.95297283431851,-3554.116479902528
15:15:18,32.08065659584506,34.952946540406984,-3593.7674074321985
15:15:19,32.08066580555152,34.95294680932337,-3580.3416243866086
15:15:20,32.08069538906754,34.95292180323368,-3565.7466526180506
15:15:21,32.08071777252542,34.95289501775227,-3579.8818789580837
15:15:22,32.08073519641657,34.952870560195954,-3584.2952331891283
15:15:23,32.080737016932844,34.952860672508095,-3568.519302552566
15:15:24,32.080775664736116,34.95282881915095,-3584.044307566248
15:15:25,32.08077859490648,34.952789045322575,-3565.62877489347
15:15:26,32.10171808271785,34.9493572407249,-3558.445919812657
15:15:27,32.12071803864156,34.94804744291273,-3586.5685944342986
15:15:28,32.140848734440695,34.94655638232282,6745.159892777912
15:15:29,32.14124187234739,34.945960405987705,3942.286270763725
15:15:30,32.160216187728345,34.944699455209374,4429.581464027055
15:15:31,32.15828557166852,34.9468091592717,-3261.1873820759356
15:15:32,32.13978093587065,34.94746422065295,3902.9969702102244
15:15:33,32.13981264324663,34.94745264428228,3932.045908418484
15:15:34,32.1398483748185,34.9474172669092,-3222.2853464372456
15:15:35,32.14102171075492,34.947185870097044,4436.670123864897
15:15:36,32.143112057598515,34.94488879241223,-3231.3968406999484
15:15:37,32.14306824481984,34.94195988420552,4447.030672213063
15:15:38,32.11770096619948,34.917294583830554,6915.593260443769
15:15:39,32.13846512584646,34.91430898268765,-8259.320448080078
15:15:40,32.13974950319761,34.912022856793236,-1392.6746337600052
15:15:41,32.11872526944735,34.91551168307701,7047.436297358014
15:15:42,32.118361135809735,34.9189562748288,7295.187375254929
15:15:43,32.12364262388275,34.944988570048494,-3548.6072067143396
15:15:44,32.10290109065437,34.947887855523206,-3535.0294855898246
15:15:45,32.08196214861026,34.95099051639518,-3535.7304852083325
15:15:46,32.081945358625525,34.9509400735851,-3201.0457604015246
15:15:47,32.08238199073864,34.95034255583518,-3229.835085258819
15:15:48,32.08281614258921,34.94974993451692,-3531.1710406830534
15:15:49,32.08242159266469,34.95028002116744,-3228.243068691343
15:15:50,32.08242386612695,34.950229962586704,-3225.3687523193657
15:15:51,32.082873815317136,34.949621059952776,-3526.1583073548973
15:15:52,32.082877967978234,34.94957830454604,-3207.6115940138698
15:15:53,32.08289518629152,34.94950289317687,-3219.267217888497
15:15:54,32.08332450064704,34.948932991746645,-3217.4951454112306
15:15:55,32.08337721534311,34.9488986126416,-3194.8263340052217
15:15:56,32.08341670981274,34.948901353921535,-3199.619923064485
15:15:57,32.083442621225274,34.94892019250233,-3208.8552148230374
15:15:58,32.08345943516575,34.94895745665356,-3220.862427668646
15:15:59,32.103206537365516,34.94814136026651,-3231.272231065668
15:16:00,32.12294173619795,34.947316420881734,-3225.02293396648
15:16:01,32.122930481517685,34.94729555720934,4486.127142865211
15:16:02,32.122966094202965,34.94726880722408,4518.339862097986
15:16:03,32.122993401779475,34.94729093323599,-3190.0531639335677
15:16:04,32.103312166807726,34.948111340491344,-3202.7921420214698
15:16:05,32.08471352571378,34.952344724703366,-3229.0545031828806
15:16:06,32.084745711808864,34.95239131270401,-3214.9545401604846
15:16:07,32.08433488439779,34.952984232016895,-6435.029989267699
15:16:08,32.10541855907979,34.94978562454274,-3209.6220343681052
15:16:09,32.10540398831125,34.94978460700812,-3541.227167806588
15:16:10,32.104293629106884,34.94638194795279,7540.0253241006285
15:16:11,32.10432112812921,34.946364586304945,-3205.842915331945
15:16:12,32.1047509076419,34.945804908011496,-3221.695876502432
15:16:13,32.10344552967085,34.94818758917836,-3210.3597543649375
15:16:14,32.10346807282282,34.948195094440806,-3181.4842477561906
15:16:15,32.10310577642046,34.94876188328713,4567.765718498267
15:16:16,32.10310304897939,34.948790833686196,-3207.7198524354026
15:16:17,32.12289022333684,34.947984124664,-3509.708747437224
15:16:18,32.10318712089869,34.9487978873208,-3171.6253448640928
15:16:19,32.10319834993198,34.9488109920948,4576.657218652777
15:16:20,32.123350876872266,34.9474951126099,-3200.2117877732962
15:16:21,32.14312761838825,34.94669805248715,-3214.0899720760062
15:16:22,32.14212089604332,34.9468695797042,4557.182015184313
15:16:23,32.142093067313816,34.94685039296941,4551.908334634267
15:16:24,32.142124007573514,34.94684882504723,4121.265350483358
15:16:25,32.12348927341623,34.95098265900481,-3188.3961775694042
15:16:26,32.10488080887981,34.955112285985706,-3216.7321111410856
15:16:27,32.08763503681867,34.962723296166814,-6405.555534769781
15:16:28,32.08909908299056,34.96973456022973,-6414.900326479226
15:16:29,32.090604895941986,34.976671770743394,-9578.527053337544
15:16:30,32.090635422674815,34.976643337718386,-9521.249761760235
15:16:31,32.08949989513082,34.97325135811538,-9564.474034762941
15:16:32,32.10780008697552,34.96551562822202,-6413.735245528631
15:16:33,32.126173640715784,34.95773440317964,-3191.825583515689
15:16:34,32.12467596030567,34.95073694034794,4648.273845623247
15:16:35,32.12469512298564,34.95073318572086,4599.527100670151
15:16:36,32.12617192752026,34.95769598915648,-3182.169063316658
15:16:37,32.1075394403469,34.96174269263189,-6414.810980228707
15:16:38,32.09394148413374,34.962878732818794,-9503.295963111334
15:16:39,32.101233865507105,34.96666339664423,-6407.059517326765
15:16:40,32.100116242897805,34.963178823784666,-11741.573831252754
15:16:41,32.09866710600291,34.95620037534487,-15747.87636898458
15:16:42,32.11735648083246,34.95211609937816,-3174.8759016366675
15:16:43,32.13100638099259,34.95096118463077,-3181.305857812986
15:16:44,32.124891153614726,34.950514699686615,4650.681515105069
15:16:45,32.12604123958043,34.95394687884759,4633.53638745565
15:16:46,32.12720187067896,34.95727424678888,-6394.983237707056
15:16:47,32.10850932684066,34.96135621926722,-6425.791691206396
15:16:48,32.09020317119603,34.968958244494445,-6392.114747529849
15:16:49,32.09057254849995,34.97245945211796,-6352.495361953042
15:16:50,32.09074653348755,34.97421818361563,-9470.772624662146
15:16:51,32.09104596044616,34.977155530231414,-9474.95144342538
